ambito,indicador,unidad,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Cusco,precio_en_chacra_de_cafe,Soles por Kilogramo,,,,14.49,14.5,23.05,6.03,6.03,16.6,19.0,17.8,14.6,16.58,16.0,17.0,22.0,28.7,180.0,217.0,280.0,304.48,278.99,358.3,1047.54,3687.65,12.31,27.49,15.22,75.96,1407.23,19634.0,0.52,0.49,0.95,2.57,4.4,3.37,6.96,4.1,3.5,3.1,2.16,1.63,2.27,2.52,4.8,3.72,4.41,4.83,4.83,6.17,8.89,6.48,4.23,7.04,6.25,5.21,
Cusco,produccion_de_algodon_rama,Miles de toneladas métricas,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cusco,superficie_sembrada_de_algodon_rama,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cusco,superficie_cosechada_de_algodon_rama,Hectárea,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cusco,rendimiento_de_algodon_rama,Kilogramos por hectárea,,,,,,,,,,,,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cusco,precio_en_chacra_de_algodon_rama,Soles por Kilogramo,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cusco,produccion_de_uva,Miles de toneladas métricas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cusco,produccion_de_aceituna,Miles de toneladas métricas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cusco,superficie_cosechada_de_aceituna,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cusco,produccion_de_cacao,Miles de toneladas métricas,,,,,1152.0,360.0,742.0,815.0,301.0,406.0,353.0,700.0,741.0,848.0,897.0,963.0,935.0,1188.0,1248.0,1300.0,1379.0,1380.0,1376.0,1470.0,1564.0,2044.0,2724.0,3171.0,4120.0,4162.0,4080.0,3570.0,4156.0,3970.0,8250.0,7930.0,9247.0,6224.0,9695.0,8201.0,8943.0,8357.0,7139.0,6182.0,6708.0,6698.0,7638.0,5732.0,6837.0,6742.55,7192.37,8082.9,,,,,,
Cusco,superficie_cosechada_de_cacao,Hectárea,,,,,1800.0,1200.0,1200.0,1200.0,700.0,700.0,820.0,1000.0,1300.0,1500.0,1630.0,1750.0,1700.0,2200.0,2400.0,2600.0,2997.0,3000.0,3164.0,3267.0,3806.0,4405.0,6727.0,8172.0,8158.0,8160.0,8160.0,8300.0,9180.0,9256.0,9635.0,11455.0,10254.0,10255.0,12377.0,13100.0,13695.0,17593.0,20513.0,20669.0,20764.0,20843.0,20739.0,20170.0,20982.0,20418.0,21449.0,,,,,,,
Cusco,rendimiento_de_cacao,Kilogramos por hectárea,,,,,640.0,300.0,618.0,679.0,430.0,580.0,430.0,700.0,570.0,565.0,550.0,550.0,550.0,540.0,520.0,500.0,460.0,460.0,435.0,450.0,411.0,464.0,405.0,388.0,505.0,510.0,500.0,430.0,453.0,429.0,856.0,692.0,902.0,607.0,783.0,626.0,653.0,475.0,348.0,299.0,323.0,321.0,368.0,284.0,326.0,330.23,335.0,372.0,364.0,474.0,473.985392188,,,
Cusco,precio_en_chacra_de_cacao,Soles por Kilogramo,,,,,10.16,10.95,6.2,6.7,15.56,16.0,19.98,20.0,21.5,23.19,27.48,30.38,30.0,200.0,400.0,520.0,649.82,700.06,1220.0,1100.11,5111.0,10.5,20.0,30.0,66.8,4200.0,44000.0,0.38,0.56,1.15,1.85,2.5,1.63,1.87,2.99,2.67,1.91,1.93,3.5,4.57,3.38,3.73,3.64,4.71,6.01,4.45,6.28,6.5,4.6,4.44,5.38,6.62,5.98,
Cusco,produccion_de_te,Miles de toneladas métricas,,,,,3496.0,3450.0,4504.0,4423.0,4964.0,4776.0,4436.0,6225.0,7150.0,7270.0,8274.0,9174.0,9924.0,10500.0,8000.0,9010.0,6900.0,6450.0,5200.0,4875.0,4614.0,5014.0,5227.0,5627.0,5720.0,5497.0,6001.0,5409.0,4130.0,5453.0,5525.0,4450.0,7800.0,8750.0,6030.0,5610.0,4810.0,5031.0,4890.0,4164.0,555.0,3452.0,4103.0,2859.0,3223.0,2420.0,2416.0,2418.0,,,,,,
Cusco,superficie_cosechada_de_te,Hectárea,,,,,1520.0,1500.0,1500.0,1500.0,1730.0,1710.0,1710.0,2010.0,2510.0,2510.0,2760.0,3010.0,3310.0,3000.0,2500.0,2650.0,2300.0,2150.0,2080.0,1950.0,1831.0,1990.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1500.0,1600.0,1650.0,2000.0,2000.0,2015.0,2005.0,2005.0,2005.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1893.0,2000.0,2000.0,2000.0,,,,,,,
Cusco,rendimiento_de_te,Kilogramos por hectárea,,,,,2300.0,2300.0,3003.0,2949.0,2869.0,2793.0,2594.0,3097.0,2849.0,2896.0,2998.0,3048.0,2998.0,3500.0,3200.0,3400.0,3000.0,3000.0,2500.0,2500.0,2520.0,2520.0,2614.0,2814.0,2860.0,2749.0,3001.0,2705.0,2753.0,3408.0,3348.0,2225.0,3900.0,4342.0,,2798.0,2399.0,2516.0,2445.0,2082.0,278.0,1726.0,2052.0,1510.0,1612.0,1210.0,1208.0,1209.0,1332.0,1787.0,1556.1122244489,,,
Cusco,precio_en_chacra_de_te,Soles por Kilogramo,,,,,3.62,2.83,1.96,1.97,3.59,2.9,3.0,3.0,3.4,4.1,5.0,10.01,14.0,16.0,42.0,55.0,60.0,75.0,97.0,114.88,667.0,1.6,2.4,3.48,19.0,368.92,18403.0,0.12,0.22,0.3,0.39,0.58,0.28,0.5,0.55,0.56,0.52,0.48,0.47,0.4,0.42,0.43,0.47,0.45,0.48,0.57,0.52,0.67,0.72,0.82,0.93567289118,,,
Cusco,superficie_cosechada_de_palma_aceitera,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cusco,rendimiento_de_palma_aceitera,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cusco,precio_en_chacra_de_palma_aceitera,Soles por Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cusco,superficie_cosechada_de_achiote,Hectárea,,,,,700.0,1000.0,800.0,800.0,930.0,1000.0,1150.0,1100.0,1000.0,1113.0,1120.0,1120.0,1100.0,1209.0,1200.0,1200.0,1159.0,1127.0,914.0,1516.0,1606.0,1523.0,1540.0,1300.0,2289.0,2580.0,2940.0,3300.0,4638.0,2582.0,4410.0,4606.0,4746.0,4994.0,5319.0,5439.0,5460.0,5580.0,5725.0,6598.0,6578.0,6627.0,6546.0,6637.0,6727.0,6887.0,6870.0,,,,,,,
Cusco,rendimiento_de_achiote,Kilogramos por hectárea,,,,,700.0,450.0,640.0,745.0,367.0,440.0,670.0,630.0,650.0,600.0,600.0,600.0,600.0,549.0,550.0,550.0,500.0,480.0,425.0,410.0,426.0,584.0,458.0,597.0,600.0,509.0,501.0,485.0,497.0,450.0,571.0,297.0,877.0,858.0,567.0,579.0,583.0,569.0,476.0,510.0,544.0,543.0,611.0,519.0,300.0,403.51,355.0,318.0,304.0,486.0,368.4789403185,,,
Cusco,precio_en_chacra_de_achiote,Soles por Kilogramo,,,,,13.0,13.04,2.31,2.09,3.27,4.1,4.1,4.0,8.8,10.49,16.1,25.0,25.0,57.01,70.0,100.0,135.88,199.99,243.0,369.74,1300.0,1.17,19.15,36.1,81.48,592.36,39712.7,0.75,0.63,1.08,3.2,3.95,0.9,1.45,0.93,0.68,1.68,2.77,2.35,2.25,1.41,2.02,1.55,1.88,2.31,3.03,3.42,4.45,3.02,1.86,2.07434262466,,,
Cusco,produccion_de_arroz_cascara,Miles de toneladas métricas,420.0,450.0,562.0,410.0,360.0,317.0,232.0,285.0,1552.0,1530.0,1842.0,1155.0,1080.0,1140.0,724.0,612.0,1116.0,1040.0,1139.0,1190.0,1307.0,1823.0,1998.0,1948.0,1553.0,1978.0,2425.0,4073.0,3384.0,2740.0,2424.0,2350.0,1672.0,1994.0,2092.0,2442.0,2689.0,6084.0,8153.0,4986.0,6451.0,4624.0,4922.0,3004.0,3929.0,4825.0,4036.0,3453.0,3478.0,2869.28,1992.32,2062.5,,,,,,
Cusco,superficie_sembrada_de_arroz_cascara,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450.0,1746.0,3960.0,5439.0,3420.0,4350.0,2635.0,3039.0,2038.0,2384.0,2962.0,2485.0,2707.0,2192.0,1672.0,1124.0,989.0,,,,,,,
Cusco,superficie_cosechada_de_arroz_cascara,Hectárea,280.0,300.0,322.0,290.0,200.0,180.0,80.0,100.0,970.0,850.0,940.0,660.0,600.0,600.0,400.0,340.0,620.0,650.0,670.0,680.0,1010.0,1046.0,1110.0,1241.0,858.0,1180.0,1495.0,2170.0,1819.0,1470.0,1405.0,1250.0,1036.0,1158.0,1366.0,1450.0,1696.0,3939.0,5439.0,3430.0,4333.0,2646.0,2983.0,2079.0,2384.0,2985.0,2492.0,2681.0,2198.0,1662.0,1122.0,981.0,,,,,,
Cusco,rendimiento_de_arroz_cascara,Kilogramos por hectárea,1500.0,1500.0,1745.0,1414.0,1800.0,1761.0,2900.0,2850.0,1600.0,1800.0,1960.0,1750.0,1800.0,1900.0,1810.0,1800.0,1800.0,1600.0,1700.0,1750.0,1294.0,1743.0,1800.0,1570.0,1810.0,1676.0,1622.0,1877.0,1860.0,1864.0,1725.0,1880.0,1614.0,1722.0,1531.0,1684.0,1585.0,1545.0,1499.0,1454.0,1489.0,1748.0,1650.0,1445.0,1648.0,1616.0,1619.0,1288.0,1582.0,1726.0,1776.0,2102.0,1961.0,1751.0,1713.0,1921.0,1760.0,
Huancavelica,otros_establecimientos_del_seguro_social_de_salud_(essalud),Establecimientos de salud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,
Huancavelica,evolucion_de_casos_notificados_de_malaria,Casos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,785.0,633.0,920.0,1747.0,641.0,218.0,74.0,74.0,23.0,114.0,59.0,96.0,56.0,20.0,3.0,5.0,2.0,,2.0,,,,
Huancavelica,casos_notificados_de_tuberculosis,Casos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.0,325.0,282.0,207.0,,,,,,,,,,,,,,,,,,
Huancavelica,hogares_que_tienen_al_menos_una_computadora_a_nivel_nacional,Porcentaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.37439235814,10.79332699813,11.75272340911,
Huancavelica,abastecimiento_de_agua_por_red_publica_fuera_de_la_vivienda_pero_dentro_del_edificio,Porcentaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99243257554,,,,
Huancavelica,abastecimiento_de_agua_por_pilon_de_uso_publico,Porcentaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25515600541,,,,
Huancavelica,porcentaje_de_hogares_que_no_cocinan,Porcentaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05,1.32,4.42,3.38314057245,2.82437138943,3.95800050582,2.77731161199,3.48091795389,2.38660612783,1.87411245999,1.90491761026,1.32242148266,3.01654439154,,,,
Huancavelica,porcentaje_de_viviendas_particulares_con_paredes_de_piedra_con_barro,Porcentaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.203017675,8.125670083,2.01087445,6.054370268,4.28985488863,4.88971041905,4.88727516825,5.99765081546,4.60458016854,4.56005566671,5.3433281115,5.08965138862,4.40380447279,,,,
Huancavelica,porcentaje_de_viviendas_particulares_con_paredes_de_estera,Porcentaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.393882714,,,,0.349097222,,,,,,,,0.0,,,,
Huancavelica,viviendas_con_piso_de_parquet_o_madera_pulida,Porcentaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.0,,,,,,,,,,
Huancavelica,porcentaje_de_viviendas_particulares_con_pisos_de_otro_material,Porcentaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157042331,0.41899674,0.519270993,0.171685524,,0.282662566,,,0.359201429,,,0.21945944092,,,,
Huancavelica,viviendas_con_techo_de_cana_o_estera_con_torta_de_barro,Porcentaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10621396297,,,,0.0,,,,
Huancavelica,viviendas_con_techo_de_paja_hojas_de_palmera,Porcentaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7989641803,9.53882990519,8.1822797047,7.82327273213,7.84130900564,7.93970713134,,,,
Huancavelica,gasto_publico_por_alumno_en_educacion_basica_alternativa,Soles corrientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.00666045898,498.92478364799,571.96992706766,1223.0137331176,845.21598147806,1749.29107726437,1480.56553449825,4531.44208863657,4938.23065585559,2150.20597094914,7181.85983532971,3817.2807094464,5480.33443018344,1808.98813757376,2704.52859454507,1752.45619804781,1798.89199631115,1499.39847347714,
Huancavelica,gasto_publico_por_alumno_en_educacion_basica_especial,Soles corrientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1848.92722107964,2169.7855026689,1647.22942089482,2048.32418680361,1739.17789325932,1891.61405762811,1867.60548898224,2637.77357866506,2073.19273547419,2943.5746413503,2475.12239299539,2442.89190061464,3189.77684645961,3777.8508546232,7379.25817398137,5003.39764583523,3436.70269754655,7788.96556570759,
Huancavelica,gasto_publico_por_alumno_en_educacion_tecnico_productiva,Soles corrientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.10928293065,432.10757569937,407.127751102,557.80994983871,727.32729573075,651.08160507344,1436.4001417418,1170.39258866392,1579.90619951002,1887.30564508374,976.95583588103,1256.10152551805,1268.18184467505,1648.00007790027,1333.55753179646,1330.2381480643,1879.75871588844,1452.65245790593,
Huancavelica,produccion_de_cana_de_azucar,Miles de toneladas métricas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,superficie_cosechada_de_cana_de_azucar,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,rendimiento_de_cana_de_azucar,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,precio_en_chacra_de_cana_de_azucar,Soles por Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,produccion_de_cafe,Miles de toneladas métricas,,8.0,20.0,20.0,22.0,19.0,13.0,13.0,13.0,39.0,42.0,44.0,40.0,42.0,44.0,45.0,44.0,33.0,36.0,39.0,39.0,34.0,39.0,48.0,48.0,,,,,,,,,,,,,,,11.0,12.0,11.0,11.0,9.0,9.0,9.0,8.0,6.0,10.0,13.0,8.0,7.0,,,,,,
Huancavelica,superficie_cosechada_de_cafe,Hectárea,,20.0,50.0,60.0,80.0,60.0,40.0,40.0,30.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,60.0,65.0,70.0,70.0,68.0,65.0,69.0,69.0,,,,,,,,,,,,,,,20.0,20.0,20.0,18.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,10.0,,,,,,,
Huancavelica,rendimiento_de_cafe,Kilogramos por hectárea,,400.0,400.0,333.0,275.0,317.0,325.0,325.0,433.0,600.0,646.0,677.0,615.0,646.0,677.0,692.0,677.0,550.0,554.0,557.0,557.0,500.0,600.0,696.0,696.0,,,,,,,,,,,,,,,550.0,600.0,550.0,611.0,450.0,450.0,450.0,400.0,300.0,475.0,650.0,800.0,700.0,700.0,706.0,2.31160337553,,,
Huancavelica,precio_en_chacra_de_cafe,Soles por Kilogramo,,,,16.23,17.0,16.74,9.54,9.54,11.62,12.0,12.07,11.86,14.27,15.71,16.09,20.56,27.89,135.0,214.5,355.38,300.0,450.0,550.0,900.0,3000.0,,,,,,,,,,,,,,,3.5,3.0,1.68,1.66,1.69,1.68,1.68,1.75,1.93,1.95,2.78,2.4,2.3,2.11,2.56,2.31,2.5,2.5,
Huancavelica,produccion_de_algodon_rama,Miles de toneladas métricas,,,,,55.0,130.0,140.0,138.0,130.0,28.0,16.0,9.0,5.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,superficie_sembrada_de_algodon_rama,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,superficie_cosechada_de_algodon_rama,Hectárea,,,,,50.0,130.0,100.0,100.0,100.0,20.0,15.0,10.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,rendimiento_de_algodon_rama,Kilogramos por hectárea,,,,,1100.0,1000.0,1400.0,1380.0,1300.0,1400.0,1067.0,900.0,1000.0,1400.0,1600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,precio_en_chacra_de_algodon_rama,Soles por Kilogramo,,,,,7.6,5.88,5.95,6.94,7.0,8.71,9.0,8.89,9.2,16.0,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,produccion_de_uva,Miles de toneladas métricas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,produccion_de_aceituna,Miles de toneladas métricas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,superficie_cosechada_de_aceituna,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,produccion_de_cacao,Miles de toneladas métricas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,superficie_cosechada_de_cacao,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,rendimiento_de_cacao,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,precio_en_chacra_de_cacao,Soles por Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,produccion_de_te,Miles de toneladas métricas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,superficie_cosechada_de_te,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,rendimiento_de_te,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,precio_en_chacra_de_te,Soles por Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,superficie_cosechada_de_palma_aceitera,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,rendimiento_de_palma_aceitera,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,precio_en_chacra_de_palma_aceitera,Soles por Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,superficie_cosechada_de_achiote,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,rendimiento_de_achiote,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,precio_en_chacra_de_achiote,Soles por Kilogramo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,produccion_de_arroz_cascara,Miles de toneladas métricas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,superficie_sembrada_de_arroz_cascara,Hectáreas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,superficie_cosechada_de_arroz_cascara,Hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huancavelica,rendimiento_de_arroz_cascara,Kilogramos por hectárea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huanuco,otros_establecimientos_del_seguro_social_de_salud_(essalud),Establecimientos de salud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,
Huanuco,evolucion_de_casos_notificados_de_malaria,Casos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.0,714.0,697.0,513.0,503.0,424.0,82.0,144.0,114.0,79.0,154.0,75.0,12.0,5.0,1.0,3.0,4.0,4.0,2.0,6.0,,1.0,,
Huanuco,casos_notificados_de_tuberculosis,Casos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.0,911.0,756.0,651.0,,,,,,,,,,,,,,,,,,
Huanuco,hogares_que_tienen_al_menos_una_computadora_a_nivel_nacional,Porcentaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.02687925103,17.38554982868,16.84252225326,
Huanuco,abastecimiento_de_agua_por_red_publica_fuera_de_la_vivienda_pero_dentro_del_edificio,Porcentaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8593812265,,,,
Huanuco,abastecimiento_de_agua_por_pilon_de_uso_publico,Porcentaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37680920478,,,,
Huanuco,porcentaje_de_hogares_que_no_cocinan,Porcentaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,1.25,1.57,2.11467018667,5.52912421983,5.23302524751,3.52145103008,3.67294026298,2.24584469839,3.68835568426,2.77002258694,2.30049611032,1.71696040277,,,,
Huanuco,porcentaje_de_viviendas_particulares_con_paredes_de_piedra_con_barro,Porcentaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.463777879,0.376162051,0.392405783,0.270912935,,0.26022527595,0.34507936259,0.90927298153,0.45778411019,0.35358233219,0.3930638045,0.50383811945,0.8311676205,,,,
Huanuco,porcentaje_de_viviendas_particulares_con_paredes_de_estera,Porcentaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109540695,,,,0.07658676582,,,,
Huanuco,viviendas_con_piso_de_parquet_o_madera_pulida,Porcentaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.0,,,,,,,,,,
Huanuco,porcentaje_de_viviendas_particulares_con_pisos_de_otro_material,Porcentaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.184293724,1.105129378,1.721014199,0.535746529,1.094412896,1.163355022,0.451992399,0.721215382,0.335938147,0.455101995,0.526213959,0.2413763307,0.05623077399,,,,
Huanuco,viviendas_con_techo_de_cana_o_estera_con_torta_de_barro,Porcentaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23123514263,0.2169159674,,0.07189734175,0.35596564024,,,,
Huanuco,viviendas_con_techo_de_paja_hojas_de_palmera,Porcentaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8634723429,16.82059254682,16.07582290801,13.65025408798,14.10693868763,10.85272907367,,,,
Huanuco,gasto_publico_por_alumno_en_educacion_basica_alternativa,Soles corrientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.87528815698,239.2138973422,242.2594734157,314.47514161811,523.20974032919,667.01433224658,814.10279169318,1562.7415459029,862.92953054576,1587.53078122849,3439.36797447059,2384.08047306654,4073.117534439,9486.98646337848,1258.11595806641,1696.57129418298,1341.39858175536,1265.84063090815,
Huanuco,gasto_publico_por_alumno_en_educacion_basica_especial,Soles corrientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2167.87082543296,1283.49561708124,1486.36239457109,1723.6964315896,1840.01915871537,2390.57001975239,3509.18207871489,4723.8259124264,3647.63695411104,2585.77690353217,2990.83224217009,2438.91135311077,4681.97802284808,5383.67608267936,12109.0408993342,9596.82373948149,3545.10099061148,11928.2406244065,
Huanuco,gasto_publico_por_alumno_en_educacion_tecnico_productiva,Soles corrientes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.94147411143,350.50349898498,281.46410785651,380.87167591866,450.59996555894,578.27589712471,667.41938367679,1635.61006037814,1062.51109393934,741.15341874534,712.46014490012,910.92651867904,766.54891430791,954.83072931334,1537.62222570668,1669.30086897997,682.20415623245,1184.15728963361,
Huanuco,produccion_de_cana_de_azucar,Miles de toneladas métricas,,,21263.0,23300.0,18600.0,18590.0,23660.0,23400.0,21600.0,19200.0,,,,,,30000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huanuco,superficie_cosechada_de_cana_de_azucar,Hectárea,,,162.0,150.0,120.0,110.0,140.0,130.0,120.0,120.0,180.0,100.0,150.0,180.0,170.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
